4464,1.0
4,2.0
1982,1.0
4302,2.0
3158,2.0
2151,1.0
1950,2.0
1159,2.0
2378,0.0
989,1.0
3559,1.0
4478,0.0
2002,0.0
272,0.0
2934,0.0
2083,2.0
1679,2.0
3489,2.0
1297,1.0
5035,0.0
258,0.0
2075,1.0
4226,2.0
4627,0.0
435,1.0
4191,2.0
3183,0.0
5096,0.0
260,0.0
2455,0.0
2161,2.0
551,2.0
2292,1.0
4166,1.0
940,0.0
643,1.0
1771,2.0
3505,2.0
5185,2.0
694,2.0
2862,2.0
2632,0.0
1740,1.0
1446,0.0
2785,1.0
1588,2.0
4172,2.0
2233,0.0
2495,2.0
3788,0.0
49,1.0
465,2.0
2516,0.0
96,2.0
1489,0.0
1936,2.0
2183,2.0
2442,2.0
2612,2.0
1459,1.0
5278,2.0
1362,0.0
800,2.0
5099,1.0
1052,2.0
2999,2.0
3874,2.0
887,0.0
1255,2.0
2730,2.0
1877,0.0
3273,0.0
2703,0.0
4495,2.0
2650,0.0
1647,0.0
1861,2.0
3113,2.0
3527,2.0
2421,2.0
1401,0.0
4325,2.0
4379,2.0
1048,1.0
3821,0.0
510,1.0
4743,2.0
2923,1.0
3110,2.0
4074,2.0
3986,0.0
2728,2.0
3845,1.0
774,2.0
4445,2.0
1323,2.0
2403,2.0
5061,0.0
2926,2.0
4682,0.0
781,0.0
4429,2.0
160,2.0
1122,2.0
4625,2.0
4847,1.0
4684,0.0
3784,2.0
2213,0.0
4854,2.0
4630,2.0
769,2.0
1064,0.0
5100,2.0
4036,0.0
4881,0.0
5093,2.0
4799,1.0
3371,0.0
4218,1.0
4846,1.0
1905,0.0
1457,0.0
3961,0.0
5271,0.0
4901,0.0
569,2.0
3785,0.0
3272,1.0
985,2.0
4096,2.0
4116,0.0
2366,2.0
2616,2.0
474,1.0
44,0.0
184,0.0
134,0.0
1352,2.0
120,2.0
4354,0.0
3664,2.0
1688,2.0
845,1.0
4474,2.0
4312,2.0
2334,1.0
706,2.0
4976,0.0
4771,2.0
4666,2.0
1065,2.0
1963,2.0
839,2.0
2591,1.0
2847,2.0
2385,2.0
4507,0.0
366,1.0
2412,2.0
361,1.0
5224,1.0
3661,1.0
4960,2.0
3367,0.0
3587,0.0
1531,2.0
1873,2.0
3511,2.0
1850,1.0
2084,2.0
459,1.0
4350,2.0
4411,0.0
3282,0.0
2683,0.0
4212,1.0
983,0.0
1374,0.0
419,0.0
2042,1.0
4764,1.0
515,2.0
5157,2.0
1019,0.0
995,2.0
1475,1.0
1164,2.0
2039,0.0
3902,0.0
1703,2.0
1899,2.0
2697,2.0
575,1.0
3508,2.0
353,2.0
3715,0.0
4673,1.0
1347,2.0
2070,1.0
3484,2.0
3028,2.0
1093,0.0
2171,0.0
4996,2.0
814,1.0
838,2.0
3343,0.0
1147,1.0
2670,1.0
2132,2.0
1262,0.0
869,2.0
4283,2.0
4562,0.0
2426,0.0
2743,0.0
4447,0.0
4718,2.0
526,2.0
1722,2.0
4012,2.0
3048,2.0
3266,2.0
837,2.0
4767,2.0
4836,0.0
1955,1.0
1018,2.0
4858,0.0
4763,2.0
4999,2.0
4324,2.0
4118,2.0
4584,2.0
444,2.0
3980,2.0
5127,2.0
1202,2.0
4314,2.0
185,2.0
1205,0.0
4454,1.0
438,2.0
384,0.0
4887,2.0
920,2.0
3711,1.0
3643,1.0
1751,2.0
763,1.0
2597,2.0
4560,1.0
4359,2.0
301,1.0
3,0.0
4561,2.0
992,2.0
2830,2.0
2610,0.0
3704,2.0
2067,2.0
4520,0.0
4709,1.0
1509,1.0
3696,1.0
3741,0.0
2420,2.0
2652,0.0
1074,1.0
3301,2.0
417,1.0
4819,2.0
1604,2.0
3094,2.0
815,1.0
1000,2.0
3380,2.0
3875,2.0
3114,0.0
4773,1.0
2933,1.0
1090,0.0
3252,1.0
2486,2.0
3263,2.0
2473,1.0
4629,0.0
1895,2.0
1057,1.0
1536,0.0
1402,2.0
1398,0.0
1867,0.0
4020,1.0
2307,2.0
1463,2.0
16,2.0
790,0.0
415,2.0
656,2.0
4360,2.0
775,2.0
4115,2.0
1687,2.0
1483,2.0
2148,2.0
1993,2.0
3670,2.0
4993,2.0
3021,0.0
998,1.0
2073,0.0
4156,0.0
2317,2.0
2351,2.0
3249,2.0
898,0.0
1615,2.0
1444,1.0
4288,2.0
2717,2.0
5288,2.0
3890,2.0
2055,2.0
680,2.0
4548,0.0
2940,2.0
1469,2.0
3765,2.0
4842,2.0
3665,2.0
496,0.0
3381,2.0
3733,2.0
1066,2.0
1527,2.0
5277,1.0
2579,0.0
3159,2.0
291,1.0
1817,2.0
188,2.0
4812,0.0
538,2.0
1646,2.0
5187,2.0
1975,2.0
867,0.0
3703,2.0
2285,1.0
1893,2.0
4517,2.0
3734,0.0
3728,0.0
4264,2.0
2531,2.0
1663,1.0
1753,0.0
4053,2.0
558,1.0
1012,0.0
453,1.0
3656,0.0
488,0.0
871,1.0
4349,2.0
255,1.0
4374,2.0
3963,1.0
688,2.0
3971,2.0
4138,1.0
4413,2.0
4578,2.0
4672,0.0
4711,2.0
861,0.0
1284,0.0
4510,2.0
1964,2.0
4526,0.0
514,0.0
4227,2.0
3194,1.0
1838,0.0
1287,1.0
3191,2.0
3917,1.0
4570,0.0
67,2.0
5199,2.0
735,0.0
5206,0.0
4078,0.0
3773,0.0
3359,2.0
3954,2.0
938,2.0
2117,2.0
2702,2.0
1096,0.0
1498,2.0
777,0.0
3844,2.0
2166,0.0
552,1.0
1225,2.0
5148,1.0
736,1.0
3540,2.0
3869,1.0
4829,0.0
2613,2.0
4101,0.0
4255,1.0
3495,2.0
4873,0.0
597,2.0
1632,0.0
452,2.0
4390,2.0
4962,2.0
4611,2.0
2640,0.0
3840,0.0
4871,0.0
2813,1.0
1864,2.0
1533,0.0
2200,0.0
2725,0.0
2607,0.0
1194,2.0
4424,0.0
3838,2.0
1790,1.0
4298,2.0
4907,2.0
4822,0.0
4431,1.0
3493,2.0
395,2.0
223,2.0
218,2.0
4159,2.0
376,2.0
4157,2.0
1191,2.0
3087,2.0
3976,1.0
2018,1.0
4428,0.0
286,1.0
3651,0.0
1555,0.0
3133,2.0
4820,0.0
4233,2.0
3004,2.0
2567,0.0
5226,0.0
3932,2.0
3338,1.0
153,1.0
4203,1.0
342,0.0
4103,2.0
2500,2.0
3011,1.0
3067,2.0
4985,1.0
3985,2.0
1173,1.0
5116,0.0
4581,2.0
1295,2.0
4382,2.0
3763,0.0
4358,2.0
1480,2.0
3928,0.0
2757,0.0
3557,2.0
5246,0.0
4789,2.0
3811,1.0
3536,2.0
2627,2.0
4318,2.0
944,2.0
1645,2.0
3385,2.0
1758,1.0
3949,0.0
2035,2.0
1593,1.0
609,1.0
3008,2.0
2256,0.0
1984,2.0
810,1.0
3258,0.0
3673,0.0
2533,0.0
2972,2.0
3009,0.0
1388,2.0
4558,2.0
2255,0.0
1998,2.0
1461,1.0
2695,0.0
1676,1.0
1720,0.0
2163,1.0
1951,0.0
3597,2.0
4151,0.0
5252,1.0
4331,0.0
1395,2.0
2100,1.0
2071,2.0
4188,2.0
604,2.0
3192,2.0
857,1.0
4441,1.0
891,1.0
2636,2.0
4500,2.0
3827,1.0
2880,2.0
3568,1.0
5098,0.0
4270,2.0
3891,2.0
2284,2.0
1409,2.0
1207,1.0
1584,0.0
4735,1.0
3815,2.0
2559,0.0
1914,0.0
4008,0.0
2789,2.0
2828,2.0
1643,2.0
3070,2.0
1774,0.0
1539,1.0
2645,1.0
669,2.0
4451,0.0
5106,0.0
3167,2.0
1199,1.0
5211,1.0
2767,2.0
2425,2.0
3274,2.0
3600,2.0
5272,2.0
2369,1.0
3906,2.0
1554,2.0
3468,0.0
3271,2.0
3984,1.0
2832,1.0
437,1.0
501,1.0
2513,1.0
4438,0.0
596,1.0
5270,0.0
4129,0.0
4786,0.0
4783,0.0
2339,2.0
2186,2.0
3010,2.0
1670,2.0
3007,2.0
1165,2.0
848,2.0
3623,1.0
2434,1.0
1076,0.0
1278,2.0
3822,1.0
4532,2.0
1289,0.0
2509,2.0
3412,0.0
2659,2.0
1942,0.0
5237,0.0
2167,1.0
397,0.0
3634,2.0
1522,2.0
4164,2.0
3296,1.0
2088,0.0
433,0.0
3156,2.0
3101,1.0
4167,1.0
600,1.0
3444,0.0
2879,0.0
1607,0.0
190,0.0
1232,2.0
5069,1.0
2405,0.0
198,2.0
5097,2.0
608,2.0
1212,2.0
278,2.0
4056,1.0
1356,2.0
4465,0.0
1471,2.0
5115,2.0
3743,2.0
2170,0.0
1581,1.0
2288,2.0
1379,2.0
3428,1.0
4749,2.0
4803,1.0
874,1.0
1110,2.0
4459,2.0
556,1.0
3726,1.0
3583,0.0
3769,0.0
1777,2.0
2978,0.0
738,2.0
1443,2.0
1450,2.0
1917,0.0
2019,0.0
2172,2.0
416,0.0
3100,2.0
1785,2.0
1953,1.0
4037,1.0
4068,2.0
2889,2.0
219,0.0
1634,1.0
2642,2.0
3212,2.0
3384,1.0
1445,0.0
1233,2.0
2534,2.0
1188,0.0
2556,0.0
2279,1.0
4243,1.0
1966,0.0
2105,2.0
3363,0.0
4357,1.0
1261,1.0
4546,2.0
4019,0.0
2333,2.0
5191,2.0
3535,0.0
127,1.0
2856,1.0
429,1.0
4387,0.0
544,0.0
1667,1.0
1851,2.0
994,2.0
3658,0.0
3732,2.0
3285,0.0
1414,1.0
2572,0.0
3835,2.0
1204,1.0
3433,2.0
2883,2.0
3955,1.0
1208,0.0
2291,0.0
4516,1.0
2219,2.0
4416,1.0
5196,2.0
1970,0.0
1508,0.0
3405,0.0
631,2.0
4293,2.0
1708,2.0
2477,1.0
2384,0.0
3473,1.0
4123,2.0
3078,0.0
3972,2.0
3637,1.0
4808,2.0
2836,1.0
3694,2.0
5228,2.0
3052,0.0
51,1.0
3525,2.0
3719,0.0
4201,2.0
3490,1.0
4573,2.0
4620,0.0
2669,2.0
1200,0.0
1868,0.0
1752,1.0
3684,1.0
69,2.0
2988,2.0
2864,0.0
1976,2.0
594,2.0
1023,1.0
3824,1.0
6,0.0
4492,2.0
4455,2.0
407,2.0
1059,2.0
2751,2.0
3740,2.0
909,0.0
1661,0.0
3797,2.0
3213,2.0
4251,1.0
3336,1.0
2408,2.0
4776,2.0
1253,0.0
3307,1.0
3446,2.0
3014,2.0
2299,0.0
4029,2.0
1746,2.0
1884,1.0
470,0.0
1182,2.0
4969,1.0
3860,2.0
3792,2.0
